iter = 0,step = 0, loss = 2.342277, accuracy = 0.048780 
iter = 0,step = 10, loss = 2.327522, accuracy = 0.109756 
iter = 0,step = 20, loss = 2.333887, accuracy = 0.073171 
iter = 0,step = 30, loss = 2.319450, accuracy = 0.103659 
iter = 0,step = 40, loss = 2.291087, accuracy = 0.140244 
iter = 0,step = 50, loss = 2.315590, accuracy = 0.121951 
iter = 0,step = 60, loss = 2.313729, accuracy = 0.115854 
iter = 0,step = 70, loss = 2.250711, accuracy = 0.176829 
iter = 0,step = 80, loss = 2.301832, accuracy = 0.134146 
iter = 0,step = 90, loss = 2.339752, accuracy = 0.115854 
iter = 0,step = 100, loss = 2.332062, accuracy = 0.115854 
iter = 0,step = 110, loss = 2.363493, accuracy = 0.097561 
iter = 0,step = 120, loss = 2.332785, accuracy = 0.128049 
iter = 0,step = 130, loss = 2.324757, accuracy = 0.128049 
iter = 0,step = 140, loss = 2.254010, accuracy = 0.201220 
iter = 0,step = 150, loss = 2.369687, accuracy = 0.091463 
iter = 0,step = 160, loss = 2.163753, accuracy = 0.292683 
iter = 0,step = 170, loss = 2.281889, accuracy = 0.176829 
iter = 0,step = 180, loss = 2.209871, accuracy = 0.243902 
iter = 0,step = 190, loss = 2.170929, accuracy = 0.286585 
iter = 0,step = 200, loss = 2.100705, accuracy = 0.353659 
iter = 0,step = 210, loss = 2.252008, accuracy = 0.207317 
iter = 0,step = 220, loss = 2.281841, accuracy = 0.176829 
iter = 0,step = 230, loss = 2.098593, accuracy = 0.359756 
iter = 0,step = 240, loss = 2.159195, accuracy = 0.304878 
iter = 0,step = 250, loss = 1.964328, accuracy = 0.481707 
iter = 0,step = 260, loss = 2.026004, accuracy = 0.426829 
iter = 0,step = 270, loss = 2.020905, accuracy = 0.439024 
iter = 0,step = 280, loss = 2.020080, accuracy = 0.439024 
iter = 0,step = 290, loss = 2.035487, accuracy = 0.426829 
iter = 0,step = 300, loss = 1.981136, accuracy = 0.475610 
iter = 0,step = 310, loss = 1.970702, accuracy = 0.487805 
iter = 0,step = 320, loss = 1.910876, accuracy = 0.548781 
iter = 0,step = 330, loss = 1.901867, accuracy = 0.567073 
iter = 1,step = 0, loss = 1.893749, accuracy = 0.554878 
iter = 1,step = 10, loss = 1.839749, accuracy = 0.621951 
iter = 1,step = 20, loss = 1.869729, accuracy = 0.585366 
iter = 1,step = 30, loss = 1.811643, accuracy = 0.646341 
iter = 1,step = 40, loss = 1.886519, accuracy = 0.573171 
iter = 1,step = 50, loss = 1.793552, accuracy = 0.670732 
iter = 1,step = 60, loss = 1.791157, accuracy = 0.670732 
iter = 1,step = 70, loss = 1.757583, accuracy = 0.701219 
iter = 1,step = 80, loss = 1.850771, accuracy = 0.609756 
iter = 1,step = 90, loss = 1.730583, accuracy = 0.725610 
iter = 1,step = 100, loss = 1.814191, accuracy = 0.646341 
iter = 1,step = 110, loss = 1.698276, accuracy = 0.762195 
iter = 1,step = 120, loss = 1.736152, accuracy = 0.725610 
iter = 1,step = 130, loss = 1.771394, accuracy = 0.689024 
iter = 1,step = 140, loss = 1.677343, accuracy = 0.786585 
iter = 1,step = 150, loss = 1.744441, accuracy = 0.719512 
iter = 1,step = 160, loss = 1.736202, accuracy = 0.719512 
iter = 1,step = 170, loss = 1.665948, accuracy = 0.792683 
iter = 1,step = 180, loss = 1.737344, accuracy = 0.719512 
iter = 1,step = 190, loss = 1.642229, accuracy = 0.817073 
iter = 1,step = 200, loss = 1.682927, accuracy = 0.780488 
iter = 1,step = 210, loss = 1.658079, accuracy = 0.798781 
iter = 1,step = 220, loss = 1.611430, accuracy = 0.853659 
iter = 1,step = 230, loss = 1.599955, accuracy = 0.859756 
iter = 1,step = 240, loss = 1.583333, accuracy = 0.878049 
iter = 1,step = 250, loss = 1.590145, accuracy = 0.865854 
iter = 1,step = 260, loss = 1.574059, accuracy = 0.890244 
iter = 1,step = 270, loss = 1.572526, accuracy = 0.890244 
iter = 1,step = 280, loss = 1.552022, accuracy = 0.908537 
iter = 1,step = 290, loss = 1.565523, accuracy = 0.896341 
iter = 1,step = 300, loss = 1.570570, accuracy = 0.890244 
iter = 1,step = 310, loss = 1.594945, accuracy = 0.865854 
iter = 1,step = 320, loss = 1.569710, accuracy = 0.890244 
iter = 1,step = 330, loss = 1.561825, accuracy = 0.902439 
iter = 2,step = 0, loss = 1.583173, accuracy = 0.878049 
iter = 2,step = 10, loss = 1.590845, accuracy = 0.871951 
iter = 2,step = 20, loss = 1.571957, accuracy = 0.890244 
iter = 2,step = 30, loss = 1.586736, accuracy = 0.878049 
iter = 2,step = 40, loss = 1.668178, accuracy = 0.792683 
iter = 2,step = 50, loss = 1.625386, accuracy = 0.835366 
iter = 2,step = 60, loss = 1.594943, accuracy = 0.865854 
iter = 2,step = 70, loss = 1.618478, accuracy = 0.841463 
iter = 2,step = 80, loss = 1.591042, accuracy = 0.871951 
iter = 2,step = 90, loss = 1.588651, accuracy = 0.871951 
iter = 2,step = 100, loss = 1.599602, accuracy = 0.865854 
iter = 2,step = 110, loss = 1.571564, accuracy = 0.890244 
iter = 2,step = 120, loss = 1.594846, accuracy = 0.865854 
iter = 2,step = 130, loss = 1.642705, accuracy = 0.817073 
iter = 2,step = 140, loss = 1.574656, accuracy = 0.884146 
iter = 2,step = 150, loss = 1.595081, accuracy = 0.865854 
iter = 2,step = 160, loss = 1.620157, accuracy = 0.835366 
iter = 2,step = 170, loss = 1.554551, accuracy = 0.908537 
iter = 2,step = 180, loss = 1.589526, accuracy = 0.871951 
iter = 2,step = 190, loss = 1.576413, accuracy = 0.884146 
iter = 2,step = 200, loss = 1.594294, accuracy = 0.865854 
iter = 2,step = 210, loss = 1.588459, accuracy = 0.871951 
iter = 2,step = 220, loss = 1.581282, accuracy = 0.878049 
iter = 2,step = 230, loss = 1.574031, accuracy = 0.884146 
iter = 2,step = 240, loss = 1.558517, accuracy = 0.902439 
iter = 2,step = 250, loss = 1.552214, accuracy = 0.908537 
iter = 2,step = 260, loss = 1.541121, accuracy = 0.920732 
iter = 2,step = 270, loss = 1.558929, accuracy = 0.902439 
iter = 2,step = 280, loss = 1.546071, accuracy = 0.914634 
iter = 2,step = 290, loss = 1.564627, accuracy = 0.896341 
iter = 2,step = 300, loss = 1.572691, accuracy = 0.890244 
iter = 2,step = 310, loss = 1.589057, accuracy = 0.871951 
iter = 2,step = 320, loss = 1.570870, accuracy = 0.890244 
iter = 2,step = 330, loss = 1.552624, accuracy = 0.908537 
iter = 3,step = 0, loss = 1.565336, accuracy = 0.896341 
iter = 3,step = 10, loss = 1.582684, accuracy = 0.878049 
iter = 3,step = 20, loss = 1.540781, accuracy = 0.920732 
iter = 3,step = 30, loss = 1.576833, accuracy = 0.884146 
iter = 3,step = 40, loss = 1.607622, accuracy = 0.853659 
iter = 3,step = 50, loss = 1.563154, accuracy = 0.896341 
iter = 3,step = 60, loss = 1.516569, accuracy = 0.945122 
iter = 3,step = 70, loss = 1.568555, accuracy = 0.896341 
iter = 3,step = 80, loss = 1.498769, accuracy = 0.963415 
iter = 3,step = 90, loss = 1.518071, accuracy = 0.939024 
iter = 3,step = 100, loss = 1.513393, accuracy = 0.951219 
iter = 3,step = 110, loss = 1.497945, accuracy = 0.963415 
iter = 3,step = 120, loss = 1.497968, accuracy = 0.963415 
iter = 3,step = 130, loss = 1.506960, accuracy = 0.957317 
iter = 3,step = 140, loss = 1.485738, accuracy = 0.975610 
iter = 3,step = 150, loss = 1.511641, accuracy = 0.945122 
iter = 3,step = 160, loss = 1.546737, accuracy = 0.914634 
iter = 3,step = 170, loss = 1.485942, accuracy = 0.975610 
iter = 3,step = 180, loss = 1.513483, accuracy = 0.951219 
iter = 3,step = 190, loss = 1.514742, accuracy = 0.945122 
iter = 3,step = 200, loss = 1.503395, accuracy = 0.957317 
iter = 3,step = 210, loss = 1.497749, accuracy = 0.963415 
iter = 3,step = 220, loss = 1.479613, accuracy = 0.981707 
iter = 3,step = 230, loss = 1.494848, accuracy = 0.963415 
iter = 3,step = 240, loss = 1.495892, accuracy = 0.963415 
iter = 3,step = 250, loss = 1.501141, accuracy = 0.957317 
iter = 3,step = 260, loss = 1.485562, accuracy = 0.975610 
iter = 3,step = 270, loss = 1.481010, accuracy = 0.981707 
iter = 3,step = 280, loss = 1.478240, accuracy = 0.981707 
iter = 3,step = 290, loss = 1.491516, accuracy = 0.969512 
iter = 3,step = 300, loss = 1.467253, accuracy = 0.993902 
iter = 3,step = 310, loss = 1.487831, accuracy = 0.975610 
iter = 3,step = 320, loss = 1.508953, accuracy = 0.951219 
iter = 3,step = 330, loss = 1.461663, accuracy = 1.000000 
iter = 4,step = 0, loss = 1.499418, accuracy = 0.963415 
iter = 4,step = 10, loss = 1.490809, accuracy = 0.969512 
iter = 4,step = 20, loss = 1.473501, accuracy = 0.987805 
iter = 4,step = 30, loss = 1.494295, accuracy = 0.969512 
iter = 4,step = 40, loss = 1.549317, accuracy = 0.914634 
iter = 4,step = 50, loss = 1.470130, accuracy = 0.993902 
iter = 4,step = 60, loss = 1.483526, accuracy = 0.975610 
iter = 4,step = 70, loss = 1.491704, accuracy = 0.969512 
iter = 4,step = 80, loss = 1.491552, accuracy = 0.969512 
iter = 4,step = 90, loss = 1.485601, accuracy = 0.975610 
iter = 4,step = 100, loss = 1.471282, accuracy = 0.987805 
iter = 4,step = 110, loss = 1.497211, accuracy = 0.963415 
iter = 4,step = 120, loss = 1.491495, accuracy = 0.969512 
iter = 4,step = 130, loss = 1.493359, accuracy = 0.969512 
iter = 4,step = 140, loss = 1.497380, accuracy = 0.963415 
iter = 4,step = 150, loss = 1.479686, accuracy = 0.981707 
iter = 4,step = 160, loss = 1.521652, accuracy = 0.945122 
iter = 4,step = 170, loss = 1.479294, accuracy = 0.981707 
iter = 4,step = 180, loss = 1.502545, accuracy = 0.957317 
iter = 4,step = 190, loss = 1.475467, accuracy = 0.987805 
iter = 4,step = 200, loss = 1.497818, accuracy = 0.963415 
iter = 4,step = 210, loss = 1.503760, accuracy = 0.957317 
iter = 4,step = 220, loss = 1.485878, accuracy = 0.975610 
iter = 4,step = 230, loss = 1.504583, accuracy = 0.957317 
iter = 4,step = 240, loss = 1.497602, accuracy = 0.963415 
iter = 4,step = 250, loss = 1.521607, accuracy = 0.939024 
iter = 4,step = 260, loss = 1.483396, accuracy = 0.975610 
iter = 4,step = 270, loss = 1.486898, accuracy = 0.969512 
iter = 4,step = 280, loss = 1.467249, accuracy = 0.993902 
iter = 4,step = 290, loss = 1.517291, accuracy = 0.945122 
iter = 4,step = 300, loss = 1.467248, accuracy = 0.993902 
iter = 4,step = 310, loss = 1.485541, accuracy = 0.975610 
iter = 4,step = 320, loss = 1.491662, accuracy = 0.969512 
iter = 4,step = 330, loss = 1.461151, accuracy = 1.000000 
iter = 5,step = 0, loss = 1.490228, accuracy = 0.975610 
iter = 5,step = 10, loss = 1.479445, accuracy = 0.981707 
iter = 5,step = 20, loss = 1.479374, accuracy = 0.981707 
iter = 5,step = 30, loss = 1.505180, accuracy = 0.957317 
iter = 5,step = 40, loss = 1.559457, accuracy = 0.902439 
iter = 5,step = 50, loss = 1.469779, accuracy = 0.987805 
iter = 5,step = 60, loss = 1.481196, accuracy = 0.975610 
iter = 5,step = 70, loss = 1.486771, accuracy = 0.969512 
iter = 5,step = 80, loss = 1.487010, accuracy = 0.975610 
iter = 5,step = 90, loss = 1.493458, accuracy = 0.969512 
iter = 5,step = 100, loss = 1.473397, accuracy = 0.987805 
iter = 5,step = 110, loss = 1.491481, accuracy = 0.969512 
iter = 5,step = 120, loss = 1.485586, accuracy = 0.975610 
iter = 5,step = 130, loss = 1.503455, accuracy = 0.957317 
iter = 5,step = 140, loss = 1.486857, accuracy = 0.975610 
iter = 5,step = 150, loss = 1.492249, accuracy = 0.969512 
iter = 5,step = 160, loss = 1.515560, accuracy = 0.945122 
iter = 5,step = 170, loss = 1.478361, accuracy = 0.981707 
iter = 5,step = 180, loss = 1.489192, accuracy = 0.975610 
iter = 5,step = 190, loss = 1.485566, accuracy = 0.975610 
iter = 5,step = 200, loss = 1.481826, accuracy = 0.981707 
iter = 5,step = 210, loss = 1.488317, accuracy = 0.975610 
iter = 5,step = 220, loss = 1.487322, accuracy = 0.975610 
iter = 5,step = 230, loss = 1.491899, accuracy = 0.969512 
iter = 5,step = 240, loss = 1.485555, accuracy = 0.975610 
iter = 5,step = 250, loss = 1.490417, accuracy = 0.969512 
iter = 5,step = 260, loss = 1.480318, accuracy = 0.981707 
iter = 5,step = 270, loss = 1.467239, accuracy = 0.993902 
iter = 5,step = 280, loss = 1.467251, accuracy = 0.993902 
iter = 5,step = 290, loss = 1.491634, accuracy = 0.969512 
iter = 5,step = 300, loss = 1.473031, accuracy = 0.987805 
iter = 5,step = 310, loss = 1.485541, accuracy = 0.975610 
iter = 5,step = 320, loss = 1.497448, accuracy = 0.963415 
iter = 5,step = 330, loss = 1.461151, accuracy = 1.000000 
iter = 6,step = 0, loss = 1.496258, accuracy = 0.963415 
iter = 6,step = 10, loss = 1.480617, accuracy = 0.981707 
iter = 6,step = 20, loss = 1.467250, accuracy = 0.993902 
iter = 6,step = 30, loss = 1.500037, accuracy = 0.963415 
iter = 6,step = 40, loss = 1.528404, accuracy = 0.932927 
iter = 6,step = 50, loss = 1.474693, accuracy = 0.987805 
iter = 6,step = 60, loss = 1.473410, accuracy = 0.987805 
iter = 6,step = 70, loss = 1.509887, accuracy = 0.951219 
iter = 6,step = 80, loss = 1.491395, accuracy = 0.969512 
iter = 6,step = 90, loss = 1.485789, accuracy = 0.975610 
iter = 6,step = 100, loss = 1.472022, accuracy = 0.987805 
iter = 6,step = 110, loss = 1.509521, accuracy = 0.951219 
iter = 6,step = 120, loss = 1.497226, accuracy = 0.963415 
iter = 6,step = 130, loss = 1.485455, accuracy = 0.975610 
iter = 6,step = 140, loss = 1.491496, accuracy = 0.969512 
iter = 6,step = 150, loss = 1.489023, accuracy = 0.969512 
iter = 6,step = 160, loss = 1.514015, accuracy = 0.945122 
iter = 6,step = 170, loss = 1.479292, accuracy = 0.981707 
iter = 6,step = 180, loss = 1.500764, accuracy = 0.957317 
iter = 6,step = 190, loss = 1.491575, accuracy = 0.969512 
iter = 6,step = 200, loss = 1.490966, accuracy = 0.969512 
iter = 6,step = 210, loss = 1.479979, accuracy = 0.981707 
iter = 6,step = 220, loss = 1.467562, accuracy = 0.993902 
iter = 6,step = 230, loss = 1.497641, accuracy = 0.963415 
iter = 6,step = 240, loss = 1.484653, accuracy = 0.975610 
iter = 6,step = 250, loss = 1.494746, accuracy = 0.963415 
iter = 6,step = 260, loss = 1.473177, accuracy = 0.987805 
iter = 6,step = 270, loss = 1.465174, accuracy = 0.993902 
iter = 6,step = 280, loss = 1.466987, accuracy = 0.993902 
iter = 6,step = 290, loss = 1.491269, accuracy = 0.969512 
iter = 6,step = 300, loss = 1.473346, accuracy = 0.987805 
iter = 6,step = 310, loss = 1.485472, accuracy = 0.975610 
iter = 6,step = 320, loss = 1.490199, accuracy = 0.969512 
iter = 6,step = 330, loss = 1.461151, accuracy = 1.000000 
iter = 7,step = 0, loss = 1.503545, accuracy = 0.957317 
iter = 7,step = 10, loss = 1.473679, accuracy = 0.987805 
iter = 7,step = 20, loss = 1.473346, accuracy = 0.987805 
iter = 7,step = 30, loss = 1.491626, accuracy = 0.969512 
iter = 7,step = 40, loss = 1.497944, accuracy = 0.963415 
iter = 7,step = 50, loss = 1.462428, accuracy = 1.000000 
iter = 7,step = 60, loss = 1.473346, accuracy = 0.987805 
iter = 7,step = 70, loss = 1.491445, accuracy = 0.969512 
iter = 7,step = 80, loss = 1.479368, accuracy = 0.981707 
iter = 7,step = 90, loss = 1.486014, accuracy = 0.975610 
iter = 7,step = 100, loss = 1.475031, accuracy = 0.981707 
iter = 7,step = 110, loss = 1.485537, accuracy = 0.975610 
iter = 7,step = 120, loss = 1.486253, accuracy = 0.975610 
iter = 7,step = 130, loss = 1.485473, accuracy = 0.975610 
iter = 7,step = 140, loss = 1.479419, accuracy = 0.981707 
iter = 7,step = 150, loss = 1.485992, accuracy = 0.975610 
iter = 7,step = 160, loss = 1.508681, accuracy = 0.951219 
iter = 7,step = 170, loss = 1.479392, accuracy = 0.981707 
iter = 7,step = 180, loss = 1.497405, accuracy = 0.963415 
iter = 7,step = 190, loss = 1.473625, accuracy = 0.987805 
iter = 7,step = 200, loss = 1.485851, accuracy = 0.975610 
iter = 7,step = 210, loss = 1.482844, accuracy = 0.975610 
iter = 7,step = 220, loss = 1.484157, accuracy = 0.975610 
iter = 7,step = 230, loss = 1.491870, accuracy = 0.969512 
iter = 7,step = 240, loss = 1.496312, accuracy = 0.963415 
iter = 7,step = 250, loss = 1.488532, accuracy = 0.969512 
iter = 7,step = 260, loss = 1.485239, accuracy = 0.975610 
iter = 7,step = 270, loss = 1.478803, accuracy = 0.981707 
iter = 7,step = 280, loss = 1.473322, accuracy = 0.987805 
iter = 7,step = 290, loss = 1.479633, accuracy = 0.981707 
iter = 7,step = 300, loss = 1.467248, accuracy = 0.993902 
iter = 7,step = 310, loss = 1.485445, accuracy = 0.975610 
iter = 7,step = 320, loss = 1.480532, accuracy = 0.981707 
iter = 7,step = 330, loss = 1.461151, accuracy = 1.000000 
iter = 8,step = 0, loss = 1.501618, accuracy = 0.957317 
iter = 8,step = 10, loss = 1.483663, accuracy = 0.975610 
iter = 8,step = 20, loss = 1.473344, accuracy = 0.987805 
iter = 8,step = 30, loss = 1.485541, accuracy = 0.975610 
iter = 8,step = 40, loss = 1.516039, accuracy = 0.945122 
iter = 8,step = 50, loss = 1.467252, accuracy = 0.993902 
iter = 8,step = 60, loss = 1.467249, accuracy = 0.993902 
iter = 8,step = 70, loss = 1.485550, accuracy = 0.975610 
iter = 8,step = 80, loss = 1.485220, accuracy = 0.975610 
iter = 8,step = 90, loss = 1.481188, accuracy = 0.981707 
iter = 8,step = 100, loss = 1.464995, accuracy = 0.993902 
iter = 8,step = 110, loss = 1.491546, accuracy = 0.969512 
iter = 8,step = 120, loss = 1.487025, accuracy = 0.975610 
iter = 8,step = 130, loss = 1.497034, accuracy = 0.963415 
iter = 8,step = 140, loss = 1.479722, accuracy = 0.981707 
iter = 8,step = 150, loss = 1.473445, accuracy = 0.987805 
iter = 8,step = 160, loss = 1.496512, accuracy = 0.963415 
iter = 8,step = 170, loss = 1.474069, accuracy = 0.987805 
iter = 8,step = 180, loss = 1.503707, accuracy = 0.957317 
iter = 8,step = 190, loss = 1.490947, accuracy = 0.969512 
iter = 8,step = 200, loss = 1.485841, accuracy = 0.975610 
iter = 8,step = 210, loss = 1.469272, accuracy = 0.993902 
iter = 8,step = 220, loss = 1.482889, accuracy = 0.981707 
iter = 8,step = 230, loss = 1.491638, accuracy = 0.969512 
iter = 8,step = 240, loss = 1.485541, accuracy = 0.975610 
iter = 8,step = 250, loss = 1.487523, accuracy = 0.975610 
iter = 8,step = 260, loss = 1.473727, accuracy = 0.987805 
iter = 8,step = 270, loss = 1.461305, accuracy = 1.000000 
iter = 8,step = 280, loss = 1.467182, accuracy = 0.993902 
iter = 8,step = 290, loss = 1.495359, accuracy = 0.963415 
iter = 8,step = 300, loss = 1.467248, accuracy = 0.993902 
iter = 8,step = 310, loss = 1.473369, accuracy = 0.987805 
iter = 8,step = 320, loss = 1.479598, accuracy = 0.981707 
iter = 8,step = 330, loss = 1.461151, accuracy = 1.000000 
iter = 9,step = 0, loss = 1.488484, accuracy = 0.969512 
iter = 9,step = 10, loss = 1.472874, accuracy = 0.987805 
iter = 9,step = 20, loss = 1.476379, accuracy = 0.981707 
iter = 9,step = 30, loss = 1.485602, accuracy = 0.975610 
iter = 9,step = 40, loss = 1.492070, accuracy = 0.969512 
iter = 9,step = 50, loss = 1.461151, accuracy = 1.000000 
iter = 9,step = 60, loss = 1.467307, accuracy = 0.993902 
iter = 9,step = 70, loss = 1.485541, accuracy = 0.975610 
iter = 9,step = 80, loss = 1.485541, accuracy = 0.975610 
iter = 9,step = 90, loss = 1.481979, accuracy = 0.981707 
iter = 9,step = 100, loss = 1.478398, accuracy = 0.981707 
iter = 9,step = 110, loss = 1.479417, accuracy = 0.981707 
iter = 9,step = 120, loss = 1.485540, accuracy = 0.975610 
iter = 9,step = 130, loss = 1.503766, accuracy = 0.957317 
iter = 9,step = 140, loss = 1.472730, accuracy = 0.987805 
iter = 9,step = 150, loss = 1.473346, accuracy = 0.987805 
iter = 9,step = 160, loss = 1.497930, accuracy = 0.963415 
iter = 9,step = 170, loss = 1.472118, accuracy = 0.987805 
iter = 9,step = 180, loss = 1.497674, accuracy = 0.963415 
iter = 9,step = 190, loss = 1.473836, accuracy = 0.987805 
iter = 9,step = 200, loss = 1.491639, accuracy = 0.969512 
iter = 9,step = 210, loss = 1.467394, accuracy = 0.993902 
